법정동,지번,아파트이름,전용면적,계약년도,계약월,계약일,거래금액(만원),건축년도
새솔동,23,더펠리체휴먼빌,70.593,2021,2,5,"46,000",2018
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,2,20,"64,000",2007
반송동,93-9,동탄하이페리온,132.66,2021,2,26,"72,000",2010
청계동,533,동탄역시범반도유보라아이비파크1.0,99.0393,2021,2,27,"125,000",2015
청계동,538,동탄역센트럴푸르지오,59.4456,2021,2,23,"62,500",2015
송산동,97-2,신현대2차,58.14,2021,2,15,"11,000",1992
병점동,809,주공1단지,59.8,2021,2,22,"21,000",1997
병점동,859,병점역에듀포레,84.99,2021,2,20,"32,800",2004
목동,479,동탄금강펜테리움센트럴파크Ⅳ,84.9441,2021,2,18,"68,000",2018
기안동,349,우림그린빌리지,83.39,2021,2,9,"22,000",2001
송산동,97-129,신현대1차,39.15,2021,2,14,"6,800",1991
오산동,1001,동탄역더샵센트럴시티2차,84.98,2021,2,27,"85,500",2018
반월동,868,신영통현대2차,119.79,2021,2,20,"49,000",2002
병점동,859,병점역에듀포레,75.99,2021,2,23,"32,400",2004
능동,1132,동탄숲속마을 모아미래도1단지,59.37,2021,2,23,"46,400",2008
새솔동,23,더펠리체휴먼빌,84.9699,2021,2,28,"59,800",2018
병점동,821,느치미마을주공뜨란채3단지,84.91,2021,2,25,"37,900",2004
진안동,506,화남(506-0),59.94,2021,2,25,"15,000",1995
오산동,1044,반도유보라아이비파크3,59.987,2021,2,10,"62,000",2016
반송동,82,시범한빛마을금호어울림,84.613,2021,2,27,"83,000",2007
기산동,467,행복마을 참누리 에듀파크(101동-113동),84.914,2021,2,25,"37,800",2006
안녕동,211,병점역동문굿모닝힐,84.9907,2021,2,28,"29,700",2006
반송동,96,METAPOLIS,96.22,2021,2,20,"91,700",2010
병점동,485,한신,84.918,2021,2,26,"29,800",1999
병점동,819,안화동마을주공9단지,84.87,2021,2,17,"35,000",2005
송동,693,동탄2하우스디더레이크,59.99,2021,2,23,"62,800",2016
기안동,910,신일해피트리,84.9745,2021,2,10,"23,500",2004
기산동,466,신동탄푸르지오,84.9259,2021,2,18,"32,500",2005
기안동,349,우림그린빌리지,83.39,2021,2,15,"21,000",2001
반송동,212,나루마을월드메르디앙반도유보라,101.9599,2021,2,20,"68,000",2007
기안동,910,신일해피트리,84.9745,2021,2,20,"25,900",2004
송산동,97-129,신현대1차,39.15,2021,2,6,"8,300",1991
송산면 사강리,693-1,화성사강영도엘리시아,57.5,2021,2,25,"19,600",2019
반월동,872,삼성래미안2차,84.987,2021,2,20,"33,500",2004
반월동,872,삼성래미안2차,84.987,2021,2,20,"32,500",2004
송산면 사강리,693-1,화성사강영도엘리시아,55.45,2021,2,26,"20,500",2019
영천동,677,동탄역경남아너스빌,84.0086,2021,2,27,"81,600",2016
반월동,944,에스케이뷰파크,84.981,2021,2,17,"66,300",2015
병점동,866,다정마을신한에스빌1차,84.8819,2021,2,20,"25,800",2005
남양읍 신남리,1563,대광파인밸리골드,84.305,2021,2,9,"23,700",2004
봉담읍 와우리,591,봉담휴먼빌,84.953,2021,2,6,"32,800",2012
송산면 사강리,693-1,화성사강영도엘리시아,55.45,2021,2,23,"20,500",2019
청계동,541,롯데캐슬 알바트로스,101.8848,2021,2,25,"102,000",2015
향남읍 행정리,491,살구꽃마을제일오투그란데,118.0155,2021,2,9,"47,000",2008
봉담읍 상리,614,청운마을신안인스빌,84.91,2021,2,23,"24,000",2004
반송동,103-1,동탄스카이뷰빌딩,21.09,2021,2,22,"5,750",2007
남양읍 남양리,2047,남양우림필유아파트,101.209,2021,2,22,"32,000",2009
봉담읍 동화리,580,휴먼시아동화마을(6단지),84.91,2021,2,19,"29,900",2007
봉담읍 동화리,580,휴먼시아동화마을(6단지),84.91,2021,2,27,"31,800",2007
우정읍 조암리,791,화성조암한라비발디,84.8045,2021,2,9,"23,500",2012
우정읍 조암리,791,화성조암한라비발디,84.9078,2021,2,25,"24,000",2012
향남읍 행정리,440,향남시범넓은마을향남지웰2차,84.732,2021,2,18,"45,000",2010
장안면 사곡리,170,산호,59.88,2021,2,22,"10,350",1996
봉담읍 와우리,589,봉담그대가3단지,74.749,2021,2,24,"28,000",2008
영천동,884,동탄파크푸르지오,84.92,2021,2,20,"66,000",2018
영천동,720,동탄역포레너스,84.5413,2021,2,9,"51,000",2017
장지동,966,금호어울림레이크,59.93,2021,2,23,"64,800",2018
안녕동,212,아름마을신한미지엔,84.994,2021,2,20,"29,500",2006
기안동,349,우림그린빌리지,83.39,2021,2,21,"23,000",2001
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2021,2,11,"39,900",2002
반송동,96,METAPOLIS,112.444,2021,2,20,"110,000",2010
봉담읍 와우리,237,신일해피트리2차,84.626,2021,2,25,"23,000",2005
향남읍 발안리,295,발안마을주공,59.92,2021,2,13,"17,400",2003
봉담읍 상리,668,이편한세상신봉담,51.98,2021,2,27,"30,900",2019
기안동,349,우림그린빌리지,83.39,2021,2,23,"24,500",2001
장지동,963,동탄호수자이파밀리에,84.76,2021,2,20,"79,500",2018
반송동,135,솔빛마을쌍용예가,84.9794,2021,2,20,"65,000",2007
영천동,720,동탄역포레너스,60.3768,2021,2,8,"49,800",2017
봉담읍 와우리,210-26,수성효성,44.28,2021,2,27,"10,700",1996
능동,1132,동탄숲속마을 모아미래도1단지,60.49,2021,2,17,"48,000",2008
봉담읍 상리,21-2,한신,84.925,2021,2,15,"20,500",1997
반송동,90-2,서해더블루(90-2),110.4445,2021,2,9,"55,500",2010
봉담읍 와우리,239,해오름마을봉담그대가1단지,84.9539,2021,2,15,"26,500",2007
반송동,93-9,동탄하이페리온,107.13,2021,2,10,"59,500",2010
목동,478,이편한세상동탄,74.73,2021,2,5,"57,200",2018
산척동,730,더레이크시티부영5단지,84.52,2021,2,2,"85,000",2018
향남읍 발안리,305,우림필유,84.673,2021,2,5,"26,700",2006
병점동,870,병점역SK뷰아파트,121.35,2021,2,27,"49,000",2008
봉담읍 와우리,237,신일해피트리2차,84.626,2021,2,9,"22,500",2005
능동,1151,푸른마을모아미래도,59.192,2021,2,23,"39,000",2008
반월동,960,e편한세상반월나노시티역,75.89,2021,2,16,"69,500",2017
향남읍 발안리,305,우림필유,84.673,2021,2,19,"25,000",2006
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,2,19,"63,800",2007
향남읍 발안리,305,우림필유,84.494,2021,2,6,"27,200",2006
반송동,224,동탄나루마을동탄역U.BORA여울숲1.0,76.7822,2021,2,27,"54,000",2007
목동,478,이편한세상동탄,84.2,2021,2,17,"65,750",2018
오산동,1044,반도유보라아이비파크3,84.9897,2021,2,16,"74,500",2016
송동,693,동탄2하우스디더레이크,59.99,2021,2,19,"62,700",2016
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.8742,2021,2,24,"42,950",2018
기산동,476,에스케이뷰파크2차,59.9889,2021,2,24,"51,750",2017
반송동,141,동탄센트럴포레스트,74.73,2021,2,28,"50,000",2009
오산동,1044,반도유보라아이비파크3,59.987,2021,2,10,"62,000",2016
진안동,908,진안골마을주공10단지,59.56,2021,2,25,"25,000",2004
반송동,135,솔빛마을쌍용예가,78.7193,2021,2,4,"53,500",2007
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,2,8,"63,500",2007
기안동,910,신일해피트리,84.9745,2021,2,26,"23,300",2004
기안동,910,신일해피트리,84.9745,2021,2,25,"25,000",2004
기안동,925,파인팰리스,84.9345,2021,2,20,"20,500",2009
봉담읍 수영리,647-5,수정마을동남메리트,75.0935,2021,2,5,"29,500",2002
기안동,925,파인팰리스,84.9967,2021,2,23,"21,000",2009
병점동,822,느치미마을2단지,51.86,2021,2,25,"23,500",2004
산척동,721,더레이크시티부영2단지,88.4828,2021,2,25,"83,300",2018
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.995,2021,2,22,"43,000",2008
새솔동,16,송산그린시티요진와이시티,84.98,2021,2,3,"56,000",2018
봉담읍 와우리,590,봉담아이파크,101.7229,2021,2,23,"45,000",2009
봉담읍 와우리,590,봉담아이파크,148.9125,2021,2,17,"48,000",2009
병점동,872,병점역양우내안애,74.27,2021,2,20,"37,900",2016
송동,693,동탄2하우스디더레이크,74.88,2021,2,19,"75,000",2016
청계동,547,동탄역신안인스빌리베라2차,72.9996,2021,2,27,"70,500",2016
목동,491,힐스테이트동탄,84.8479,2021,2,28,"93,000",2019
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,2,20,"52,500",2018
남양읍 남양리,2005,푸르뫼금강에스쁘아,82.692,2021,2,21,"16,400",2004
봉담읍 상리,668,이편한세상신봉담,51.98,2021,2,23,"31,000",2019
봉담읍 상리,668,이편한세상신봉담,51.98,2021,2,24,"28,000",2019
봉담읍 상리,668,이편한세상신봉담,51.98,2021,2,24,"31,400",2019
봉담읍 와우리,589,봉담그대가3단지,84.765,2021,2,26,"31,300",2008
기산동,476,에스케이뷰파크2차,84.9675,2021,2,25,"64,700",2017
목동,491,힐스테이트동탄,74.8981,2021,2,27,"77,500",2019
봉담읍 상리,622-1,호수마을동문굿모닝힐,84.9581,2021,2,9,"39,700",2008
향남읍 발안리,295,발안마을주공,51.74,2021,2,23,"17,600",2003
영천동,716,동탄역반도유보라아이비파크2.0,84.9921,2021,2,21,"65,000",2016
향남읍 발안리,295,발안마을주공,51.74,2021,2,15,"16,300",2003
오산동,1044,반도유보라아이비파크3,59.987,2021,2,27,"60,000",2016
봉담읍 와우리,590,봉담아이파크,84.6147,2021,2,21,"40,000",2009
청계동,556,동탄역 더 힐,85.203,2021,2,6,"63,800",2017
남양읍 남양리,2001,대광파인밸리,84.96,2021,2,27,"23,500",2003
남양읍 남양리,2001,대광파인밸리,59.65,2021,2,22,"18,300",2003
남양읍 남양리,2047,남양우림필유아파트,101.394,2021,2,22,"32,000",2009
남양읍 무송리,642,금광포란재,81.1484,2021,2,20,"14,300",2005
청계동,532,동탄역시범예미지아파트,84.8,2021,2,27,"95,000",2015
송동,693,동탄2하우스디더레이크,59.99,2021,2,17,"62,000",2016
봉담읍 동화리,431-4,유화빌라트,105.07,2021,2,24,"15,800",1996
장지동,976,제일풍경채에듀앤파크,76.3605,2021,2,20,"59,500",2018
청계동,532,동탄역시범예미지아파트,84.8,2021,2,18,"90,650",2015
장지동,966,금호어울림레이크,59.93,2021,2,17,"64,700",2018
청계동,556,동탄역 더 힐,84.5202,2021,2,20,"61,900",2017
청계동,538,동탄역센트럴푸르지오,59.3401,2021,2,9,"63,500",2015
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,2021,2,15,"61,000",2016
병점동,849,안화동마을주공7단지,59.92,2021,2,21,"29,800",2004
봉담읍 와우리,591,봉담휴먼빌,84.953,2021,2,3,"32,600",2012
봉담읍 와우리,590,봉담아이파크,101.2899,2021,2,19,"39,000",2009
목동,477,동탄2신도시 베라체,59.99,2021,2,16,"50,900",2018
팔탄면 가재리,692-1,진우,49.5,2021,2,8,"8,850",2002
새솔동,18,송산그린시티이지더원레이크뷰아파트,77.6278,2021,2,25,"60,000",2018
장지동,963,동탄호수자이파밀리에,59.96,2021,2,20,"55,900",2018
봉담읍 와우리,602,봉담한신더휴에듀파크,84.7502,2021,2,26,"49,900",2019
봉담읍 와우리,238,다온마을쌍용스윗닷홈,59.8333,2021,2,2,"20,000",2006
영천동,672,동탄역이지더원,84.9731,2021,2,22,"74,000",2015
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,69.9678,2021,2,25,"53,000",2016
봉담읍 와우리,237,신일해피트리2차,59.746,2021,2,6,"20,000",2005
목동,486,동탄2신도시호반베르디움22단지,53.4754,2021,2,20,"45,700",2017
청계동,541,롯데캐슬 알바트로스,101.8848,2021,2,5,"105,000",2015
목동,485,한신더휴,83.7489,2021,2,6,"74,300",2018
봉담읍 동화리,647,봉담신동아파밀리에,84.9525,2021,2,20,"37,000",2015
남양읍 남양리,2001,대광파인밸리,84.96,2021,2,25,"20,000",2003
장지동,966,금호어울림레이크,74.97,2021,2,20,"79,300",2018
병점동,858,정든마을신창2차,122.709,2021,2,6,"41,000",2004
새솔동,23,더펠리체휴먼빌,84.9699,2021,2,23,"58,000",2018
반월동,883,반달마을두산위브2단지,102.817,2021,2,18,"57,000",2007
봉담읍 와우리,590,봉담아이파크,84.6147,2021,2,1,"35,000",2009
반월동,960,e편한세상반월나노시티역,84.8,2021,2,18,"78,800",2017
석우동,56,신일유토빌,128.379,2021,2,10,"84,500",2008
오산동,1044,반도유보라아이비파크3,59.987,2021,2,15,"61,200",2016
향남읍 장짐리,409,장짐마을신성발안미소지움,84.9866,2021,2,27,"24,500",2005
새솔동,18,송산그린시티이지더원레이크뷰아파트,84.7313,2021,2,10,"64,700",2018
병점동,282,남수원두산,134.97,2021,2,6,"40,500",2000
남양읍 남양리,415,남양우림,59.301,2021,2,18,"12,800",2001
봉담읍 와우리,589,봉담그대가3단지,84.734,2021,2,19,"32,700",2008
향남읍 행정리,438,향남지구우미린아파트,84.987,2021,2,21,"39,000",2008
봉담읍 와우리,589,봉담그대가3단지,115.461,2021,2,24,"39,000",2008
봉담읍 와우리,589,봉담그대가3단지,74.749,2021,2,26,"30,300",2008
반송동,90-2,서해더블루(90-2),108.1715,2021,2,8,"52,000",2010
봉담읍 와우리,589,봉담그대가3단지,115.461,2021,2,24,"35,000",2008
남양읍 남양리,2005,푸르뫼금강에스쁘아,82.692,2021,2,24,"17,250",2004
능동,1151,푸른마을모아미래도,59.192,2021,2,20,"41,000",2008
봉담읍 상리,21-2,한신,59.96,2021,2,6,"17,400",1997
청계동,550,KCC스위첸아파트,84.01,2021,2,6,"69,000",2015
장지동,976,제일풍경채에듀앤파크,76.3605,2021,2,5,"53,500",2018
봉담읍 동화리,628,휴먼시아동화마을5단지,84.91,2021,2,28,"30,500",2008
능동,1282,서동탄역파크자이,84.976,2021,2,26,"57,700",2018
기산동,466,신동탄푸르지오,84.9001,2021,2,4,"32,800",2005
남양읍 남양리,2312,시티프라디움1차아파트,84.9938,2021,2,27,"40,000",2018
향남읍 장짐리,410,장짐마을신성발안2차미소지움A,84.9394,2021,2,26,"24,000",2007
기산동,466,신동탄푸르지오,84.9259,2021,2,8,"33,000",2005
향남읍 장짐리,277-3,신양고층,84.85,2021,2,24,"14,000",1991
남양읍 남양리,415,남양우림,84.327,2021,2,18,"16,750",2001
안녕동,223,안녕동우방아이유쉘,84.7721,2021,2,25,"38,000",2017
반월동,960,e편한세상반월나노시티역,58.92,2021,2,20,"61,500",2017
목동,491,힐스테이트동탄,74.9757,2021,2,27,"79,900",2019
향남읍 행정리,480,향남시범살구꽃마을풍림아이원,84.8578,2021,2,6,"34,900",2008
기안동,895,기안마을풍성신미주,84.8008,2021,2,23,"23,600",2004
병점동,500-1,병점성호,59.635,2021,2,9,"18,900",2001
우정읍 조암리,363,기산,83.13,2021,2,27,"15,000",1996
석우동,55,롯데캐슬,109.32,2021,2,2,"89,900",2008
기안동,290,광도와이드빌,59.7118,2021,2,20,"17,400",2002
정남면 발산리,490-12,동남훼미리,39.95,2021,2,17,"7,500",2000
병점동,485,한신,59.808,2021,2,11,"22,800",1999
송동,693,동탄2하우스디더레이크,74.88,2021,2,15,"76,400",2016
송동,693,동탄2하우스디더레이크,59.99,2021,2,17,"66,500",2016
청계동,536,시범반도유보라아이비파크4.0,84.569,2021,2,6,"102,600",2018
목동,485,한신더휴,76.4713,2021,2,3,"63,900",2018
향남읍 행정리,482,향남살구꽃마을화성파크드림,84.9868,2021,2,3,"34,700",2008
산척동,722,더레이크시티부영1단지,59.9912,2021,2,10,"59,300",2018
향남읍 행정리,480,향남시범살구꽃마을풍림아이원,84.8578,2021,2,6,"34,900",2008
목동,477,동탄2신도시 베라체,59.99,2021,2,16,"50,800",2018
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,2,15,"44,900",2018
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,2,4,"50,800",2018
송산동,200-32,우남블루존,59.91,2021,2,26,"16,900",1999
향남읍 행정리,491,살구꽃마을제일오투그란데,118.0155,2021,2,9,"50,000",2008
우정읍 조암리,365-1,문영,61.2,2021,2,20,"4,500",1990
반월동,960,e편한세상반월나노시티역,75.89,2021,2,26,"73,800",2017
반송동,215,나루마을신도브래뉴,128.015,2021,2,24,"93,000",2007
반송동,215,나루마을신도브래뉴,128.015,2021,2,26,"89,000",2007
반송동,215,나루마을신도브래뉴,96.4338,2021,2,19,"72,700",2007
오산동,1044,반도유보라아이비파크3,84.9477,2021,2,6,"77,000",2016
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.8742,2021,2,23,"45,000",2018
반송동,224,동탄나루마을동탄역U.BORA여울숲1.0,76.7822,2021,2,25,"55,000",2007
반송동,85,시범한빛마을동탄아이파크,61.658,2021,2,27,"67,000",2007
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,2021,2,25,"60,000",2016
청계동,546,동탄역모아미래도,84.9982,2021,2,19,"77,700",2015
영천동,662,동탄역센트럴상록아파트,59.98,2021,2,20,"76,000",2017
장지동,976,제일풍경채에듀앤파크,59.5765,2021,2,20,"47,500",2018
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,2,27,"50,000",2018
송산동,97-129,신현대1차,39.15,2021,2,27,"7,500",1991
송산동,200-32,우남블루존,59.91,2021,2,25,"15,500",1999
영천동,892,동탄파크자이,99.6918,2021,2,20,"85,000",2018
반월동,944,에스케이뷰파크,115.4801,2021,2,26,"84,000",2015
병점동,817,병점역센트럴허브시티,59.997,2021,2,8,"32,000",2004
기안동,290,광도와이드빌,59.7118,2021,2,20,"17,000",2002
반월동,872,삼성래미안2차,84.987,2021,2,22,"31,000",2004
장지동,963,동탄호수자이파밀리에,74.89,2021,2,20,"74,000",2018
능동,1282,서동탄역파크자이,76.9706,2021,2,27,"52,000",2018
반월동,944,에스케이뷰파크,84.9802,2021,2,6,"69,000",2015
기안동,290,광도와이드빌,59.7118,2021,2,17,"18,900",2002
산척동,730,더레이크시티부영5단지,84.5413,2021,2,23,"79,800",2018
새솔동,22,송산그린시티반도유보라아이비파크,74.9365,2021,2,28,"46,000",2018
송동,693,동탄2하우스디더레이크,59.99,2021,2,9,"66,500",2016
기산동,476,에스케이뷰파크2차,59.9889,2021,2,16,"50,800",2017
기산동,464,삼성래미안1차,84.987,2021,2,27,"32,800",2003
